id,aircraft,flight_date,damage,airline,state,phase_of_flight,reported_date,bird_size,cost,feet_above_ground
5830,Airplane,2000-11-08,No damage,BUSINESS,Illinois,Take-off run,2000-11-08,Small,0,0
5831,Airplane,2000-11-08,No damage,BUSINESS,Arkansas,Take-off run,2000-11-08,,0,0
5833,Airplane,2000-11-08,Caused damage,BUSINESS,Florida,Approach,2000-11-08,,0,1500
5834,Airplane,2000-11-08,Caused damage,AIR MIDWEST,Nebraska,Climb,2000-11-08,Medium,0,4000
5835,Airplane,2000-11-08,Caused damage,US AIRWAYS*,Florida,Take-off run,2000-11-08,Large,0,0
5836,Airplane,2000-11-08,No damage,AMERICAN AIRLINES,Michigan,Landing Roll,2000-11-09,Medium,0,0
5837,Airplane,2000-11-08,Caused damage,PRIVATELY OWNED,,En Route,2000-11-09,,0,4000
5838,Airplane,2000-11-08,No damage,MILITARY,Minnesota,Approach,2000-11-09,,18736,1500
5840,Airplane,2000-11-08,Caused damage,SUPERIOR AVIATION,Michigan,Landing Roll,2000-11-28,Large,334092,0
5841,Airplane,2000-11-08,No damage,CONTINENTAL AIRLINES,,,2002-12-05,Medium,0,
5842,Airplane,2000-11-08,No damage,LUFTHANSA,Illinois,Climb,2005-11-23,Small,0,1000
5843,Airplane,2000-11-09,No damage,AMERICAN EAGLE AIRLINES,Texas,Descent,,Small,0,4000
5844,Airplane,2000-11-09,No damage,AMERICAN EAGLE AIRLINES,,,,Medium,0,
5845,Airplane,2000-11-09,No damage,AMERICAN AIRLINES,Michigan,Take-off run,,,0,0
5846,Airplane,2000-11-09,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,,Medium,0,0
5847,Airplane,2000-11-09,No damage,BUSINESS,Texas,Descent,,Medium,0,7000
5848,Airplane,2000-11-09,No damage,UNITED AIRLINES,,,,Medium,0,
5849,Airplane,2000-11-09,No damage,UNITED AIRLINES,California,Approach,,Medium,0,
5850,Airplane,2000-11-09,No damage,UNITED AIRLINES,,,,Medium,0,
5851,Airplane,2000-11-09,No damage,UNITED AIRLINES,,,,Medium,0,
5852,Airplane,2000-11-09,No damage,FEDEX EXPRESS,South Dakota,Approach,,Small,0,
5854,Airplane,2000-11-09,Caused damage,NORTHWEST AIRLINES,Tennessee,Climb,,,0,1000
5855,Airplane,2000-11-09,Caused damage,RYAN AIR SERVICES,Colorado,Approach,,Large,0,680
5856,Airplane,2000-11-09,No damage,MIDWEST AIRLINES,Wisconsin,Approach,2000-11-09,,0,50
5857,Airplane,2000-11-09,No damage,NORTHWEST AIRLINES,Michigan,Take-off run,2000-11-09,Medium,0,0
5859,Airplane,2000-11-09,Caused damage,AMERICAN AIRLINES,,,2000-11-09,Medium,0,
5860,Airplane,2000-11-09,Caused damage,BUSINESS,Georgia,Climb,2000-11-13,Medium,0,2000
5861,Airplane,2000-11-10,No damage,POLAR AIR CARGO,Alaska,Climb,,Medium,0,250
5862,Airplane,2000-11-10,No damage,UNKNOWN,New York,Parked,,,0,0
5863,Airplane,2000-11-10,No damage,UPS AIRLINES,Kentucky,Landing Roll,,Medium,0,0
5864,Airplane,2000-11-10,No damage,COMAIR AIRLINES,Kentucky,Approach,,Small,0,300
5865,Airplane,2000-11-10,No damage,DELTA AIR LINES,Georgia,Approach,,Medium,0,2000
5866,Airplane,2000-11-10,No damage,UNITED AIRLINES,,Take-off run,,Small,0,0
5867,Airplane,2000-11-10,No damage,DELTA AIR LINES,Montana,Landing Roll,,Small,0,0
5868,Airplane,2000-11-10,No damage,UNITED AIRLINES,,,,Medium,0,
5869,Airplane,2000-11-10,No damage,US AIRWAYS*,South Carolina,Approach,,Small,0,
5871,Airplane,2000-11-10,No damage,ABX AIR,Ohio,Climb,,Medium,0,
5872,Airplane,2000-11-10,Caused damage,AMERICAN EAGLE AIRLINES,Nebraska,Descent,,,0,4000
5873,Airplane,2000-11-10,Caused damage,FEDEX EXPRESS,Tennessee,Approach,,Medium,0,
5874,Airplane,2000-11-10,No damage,BUSINESS,Wisconsin,En Route,2000-11-10,Medium,0,2400
5875,Airplane,2000-11-10,No damage,SOUTHWEST AIRLINES,Missouri,Approach,2000-11-11,Large,0,3000
5876,Airplane,2000-11-10,Caused damage,BUSINESS,Missouri,En Route,2000-11-13,Medium,0,
5877,Airplane,2000-11-10,No damage,BUSINESS,Massachusetts,Landing Roll,2000-11-14,,0,0
5878,Airplane,2000-11-11,No damage,FRONTIER AIRLINES,Colorado,Approach,,Small,0,20
5879,Airplane,2000-11-11,No damage,MIDWAY AIRLINES,North Carolina,Descent,,,0,5500
5880,Airplane,2000-11-11,No damage,UNITED AIRLINES,,Approach,,Medium,0,100
5881,Airplane,2000-11-11,No damage,AIR CANADA,Florida,Take-off run,,Small,0,0
5882,Airplane,2000-11-11,No damage,UNITED AIRLINES,,,,Medium,0,
5883,Airplane,2000-11-11,No damage,UNITED AIRLINES,,,,Medium,0,
5884,Airplane,2000-11-11,No damage,UNITED AIRLINES,,,,Medium,0,
5886,Airplane,2000-11-11,Caused damage,DELTA AIR LINES,Utah,Approach,,Medium,0,
5887,Airplane,2000-11-11,No damage,AIR ONTARIO,Connecticut,Take-off run,2000-11-11,,0,0
5888,Airplane,2000-11-11,No damage,DELTA AIR LINES,Georgia,Approach,2000-11-11,,0,300
5889,Airplane,2000-11-11,No damage,AMERICAN AIRLINES,Texas,Approach,2000-11-11,Small,0,400
5891,Airplane,2000-11-11,No damage,SOUTHWEST AIRLINES,Missouri,Approach,2000-11-11,Small,0,500
5892,Airplane,2000-11-11,Caused damage,NORTHWEST AIRLINES,Wisconsin,Approach,2000-11-11,Small,0,100
5893,Airplane,2000-11-12,No damage,BUSINESS,South Carolina,Descent,,Small,0,1000
5894,Airplane,2000-11-12,No damage,AMERICAN AIRLINES,Texas,Climb,,Small,0,800
5895,Airplane,2000-11-12,No damage,EXECUTIVE JET AVIATION,,,,Medium,0,
5897,Airplane,2000-11-12,No damage,UNITED AIRLINES,Colorado,Take-off run,,Small,0,0
5898,Airplane,2000-11-12,No damage,UNITED AIRLINES,,,,Medium,0,
5899,Airplane,2000-11-12,No damage,UNITED AIRLINES,,,,Medium,0,
5900,Airplane,2000-11-12,No damage,UNITED AIRLINES,,,,Medium,0,
5901,Airplane,2000-11-12,No damage,UNITED AIRLINES,,,,Medium,0,
5902,Airplane,2000-11-12,No damage,UNITED AIRLINES,,,,Medium,0,
5903,Airplane,2000-11-12,Caused damage,PRIVATELY OWNED,California,Climb,,Large,0,700
5904,Airplane,2000-11-12,Caused damage,COMAIR AIRLINES,Nebraska,Approach,,,0,2100
5905,Airplane,2000-11-12,Caused damage,PRIVATELY OWNED,California,En Route,,Small,0,2000
5906,Airplane,2000-11-12,Caused damage,US AIRWAYS*,Pennsylvania,Approach,,Large,0,4000
5907,Airplane,2000-11-12,No damage,BUSINESS,Alabama,Climb,2000-11-12,Small,0,50
5908,Airplane,2000-11-12,No damage,AMERICAN AIRLINES,Puerto Rico,Take-off run,2000-11-12,Large,0,0
5909,Airplane,2000-11-12,No damage,US AIRWAYS*,Massachusetts,Landing Roll,2000-11-12,Small,0,0
5910,Airplane,2000-11-12,No damage,CONTINENTAL AIRLINES,Texas,Descent,2000-11-12,Large,0,2000
5911,Airplane,2000-11-12,No damage,CANADIAN AIRLINES,New York,Approach,2000-11-16,Small,2673,2000
5912,Airplane,2000-11-12,No damage,DELTA AIR LINES,Louisiana,Approach,2000-12-15,,0,
5913,Airplane,2000-11-13,No damage,AMERICAN EAGLE AIRLINES,Louisiana,Climb,,Small,0,200
5914,Airplane,2000-11-13,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
5915,Airplane,2000-11-13,No damage,UNITED AIRLINES,Illinois,Approach,,Medium,0,1800
5916,Airplane,2000-11-13,No damage,SOUTHWEST AIRLINES,Texas,Climb,,Small,0,2600
5917,Airplane,2000-11-13,No damage,UNITED AIRLINES,,,,Medium,0,
5918,Airplane,2000-11-13,No damage,NORTHWEST AIRLINES,,,,Medium,0,
5919,Airplane,2000-11-13,No damage,UNITED AIRLINES,,,,Medium,0,
5921,Airplane,2000-11-13,Caused damage,EXECUTIVE JET AVIATION,Michigan,Landing Roll,,Large,0,0
5922,Airplane,2000-11-13,Caused damage,UNITED AIRLINES,,,,Medium,0,
5923,Airplane,2000-11-13,No damage,GREAT LAKES AIRLINES,Colorado,Approach,2000-11-13,,0,2
5924,Airplane,2000-11-13,No damage,DELTA AIR LINES,Oklahoma,Take-off run,2000-11-13,Small,0,0
5925,Airplane,2000-11-13,Caused damage,BUSINESS,Ohio,Approach,2000-11-13,,2386,5
5926,Airplane,2000-11-13,Caused damage,BOWMAN AVIATION,Indiana,Approach,2000-11-13,,0,300
5927,Airplane,2000-11-13,Caused damage,MESABA AIRLINES,Minnesota,Climb,2000-11-13,Large,0,1800
5929,Airplane,2000-11-13,No damage,MILITARY,Louisiana,Approach,2000-11-15,Small,0,1200
5930,Airplane,2000-11-13,No damage,MILITARY,Louisiana,Approach,2000-11-15,Large,0,800
5931,Airplane,2000-11-13,No damage,MILITARY,Louisiana,Approach,2000-11-15,Small,7879,500
5932,Airplane,2000-11-13,Caused damage,BUSINESS,Minnesota,Approach,2000-11-18,,22719,2200
5933,Airplane,2000-11-13,No damage,MILITARY,Alabama,Landing Roll,2001-01-18,Medium,0,0
5934,Airplane,2000-11-13,No damage,MILITARY,Texas,Landing Roll,2001-01-18,Medium,0,0
5935,Airplane,2000-11-13,No damage,MILITARY,Texas,Landing Roll,2001-07-31,Medium,0,
5936,Airplane,2000-11-14,No damage,GOVERNMENT,Florida,Landing Roll,,,0,0
5937,Airplane,2000-11-14,No damage,SOUTHWEST AIRLINES,Texas,Approach,,Medium,0,
5938,Airplane,2000-11-14,No damage,UNITED AIRLINES,Illinois,Approach,,Medium,0,200
5939,Airplane,2000-11-14,No damage,FEDEX EXPRESS,Hawaii,Landing Roll,,Medium,0,0
5940,Airplane,2000-11-14,No damage,ALOHA AIRLINES,Hawaii,Climb,,Small,0,100
5941,Airplane,2000-11-14,No damage,CHAUTAUQUA AIRLINES,New York,Approach,,,0,10
5942,Airplane,2000-11-14,No damage,AMERICAN AIRLINES,Texas,Landing Roll,,Medium,0,0
5943,Airplane,2000-11-14,No damage,UNITED AIRLINES,,,,Medium,0,
5944,Airplane,2000-11-14,No damage,UNITED AIRLINES,Illinois,Approach,,Medium,0,
5947,Helicopter,2000-11-14,Caused damage,GOVERNMENT,Texas,En Route,,Medium,0,500
5948,Airplane,2000-11-14,No damage,DELTA AIR LINES,Pennsylvania,Approach,2000-11-14,,0,500
5950,Airplane,2000-11-14,Caused damage,PRIVATELY OWNED,California,Approach,2000-11-14,Large,20046,50
5951,Airplane,2000-11-14,No damage,UNKNOWN,Georgia,Approach,2000-11-15,,0,10
5952,Airplane,2000-11-14,Caused damage,BUSINESS,Connecticut,Approach,2000-11-15,,0,50
5953,Airplane,2000-11-15,No damage,BUSINESS,New York,Take-off run,,Medium,0,0
5954,Airplane,2000-11-15,No damage,US AIRWAYS*,Massachusetts,Climb,,Small,0,100
5955,Airplane,2000-11-15,No damage,DELTA AIR LINES,Florida,Climb,,,0,
5956,Airplane,2000-11-15,No damage,UPS AIRLINES,,,,Medium,0,
5957,Airplane,2000-11-15,No damage,UNITED AIRLINES,,,,Medium,0,
5958,Airplane,2000-11-15,No damage,UNITED AIRLINES,,,,Medium,0,
5961,Airplane,2000-11-15,Caused damage,UNITED AIRLINES,,,,Medium,0,
5962,Airplane,2000-11-15,No damage,HORIZON AIR,Washington,Climb,2000-11-15,Medium,0,500
5963,Airplane,2000-11-15,Caused damage,CONTINENTAL AIRLINES,North Carolina,Approach,2000-11-15,Small,0,
5964,Airplane,2000-11-16,No damage,SOUTHWEST AIRLINES,Arkansas,Climb,,Small,0,1000
5965,Airplane,2000-11-16,No damage,UNITED AIRLINES,,,,Medium,0,
5966,Airplane,2000-11-16,No damage,UNITED AIRLINES,,,,Medium,0,
5967,Airplane,2000-11-16,Caused damage,SOUTHWEST AIRLINES,Maryland,Landing Roll,,Large,0,0
5968,Airplane,2000-11-16,Caused damage,SKYWEST AIRLINES,California,Landing Roll,,Small,0,0
5969,Airplane,2000-11-16,No damage,ATLANTIC SOUTHEAST,Florida,Take-off run,2000-11-16,,0,0
5970,Airplane,2000-11-16,No damage,DELTA AIR LINES,New York,Climb,2000-11-17,Small,0,400
5971,Airplane,2000-11-16,No damage,DELTA AIR LINES,California,Approach,2000-11-17,,0,300
5972,Airplane,2000-11-16,No damage,SOUTHWEST AIRLINES,Missouri,Approach,2000-11-17,Medium,0,3000
5973,Airplane,2000-11-16,Caused damage,DELTA AIR LINES,Florida,Climb,2000-11-18,Large,0,400
5974,Airplane,2000-11-16,Caused damage,BUSINESS,Minnesota,Approach,2000-11-20,Large,87398,1500
5975,Airplane,2000-11-16,No damage,AMERICAN EAGLE AIRLINES,New York,Approach,2000-11-22,Medium,0,
5976,Airplane,2000-11-16,No damage,DELTA AIR LINES,Oregon,Landing Roll,2000-12-08,Small,0,0
5977,Airplane,2000-11-16,No damage,AMERICAN AIRLINES,Texas,Landing Roll,2001-02-15,Small,0,0
5978,Airplane,2000-11-16,No damage,AMERICAN AIRLINES,Texas,Landing Roll,2001-02-15,Small,0,0
5979,Airplane,2000-11-16,No damage,UPS AIRLINES,Texas,Climb,2001-02-15,,0,400
5980,Airplane,2000-11-17,No damage,UNITED AIRLINES,Colorado,Take-off run,,Medium,0,0
5982,Airplane,2000-11-17,No damage,UNITED AIRLINES,,,,Medium,0,
5983,Airplane,2000-11-17,No damage,UNITED AIRLINES,,,,Medium,0,
5984,Airplane,2000-11-17,Caused damage,PRIVATELY OWNED,Wisconsin,Landing Roll,,Large,5345,0
5985,Airplane,2000-11-17,No damage,US AIRWAYS*,New York,Landing Roll,2000-11-17,Large,0,0
5986,Airplane,2000-11-17,No damage,BUSINESS,California,Approach,2000-11-17,Small,0,20
5987,Airplane,2000-11-17,No damage,DELTA AIR LINES,North Carolina,Approach,2000-11-18,Small,0,300
5988,Airplane,2000-11-17,Caused damage,MILITARY,Louisiana,Approach,2000-11-20,Medium,3630,1200
5989,Airplane,2000-11-17,No damage,MILITARY,Alabama,,2000-12-06,Small,0,
5990,Airplane,2000-11-17,No damage,MILITARY,New York,Climb,2000-12-07,Medium,0,100
5991,Airplane,2000-11-18,No damage,PRIVATELY OWNED,Texas,Take-off run,,Small,0,0
5992,Airplane,2000-11-18,No damage,AMERICA WEST AIRLINES,Arizona,Approach,,Small,0,500
5993,Airplane,2000-11-18,No damage,UNITED AIRLINES,,Take-off run,,Small,0,0
5994,Airplane,2000-11-18,No damage,UNITED AIRLINES,,,,Medium,0,
5995,Airplane,2000-11-18,No damage,UNITED AIRLINES,,,,Medium,0,
5996,Airplane,2000-11-18,No damage,UNITED AIRLINES,,,,Medium,0,
5999,Airplane,2000-11-18,No damage,NORTHWEST AIRLINES,Michigan,Climb,2000-11-18,Small,0,200
6000,Airplane,2000-11-18,No damage,DELTA AIR LINES,Florida,Approach,2000-11-21,Small,0,1500
6001,Airplane,2000-11-18,No damage,MILITARY,Texas,Approach,2001-01-11,Medium,21,700
6002,Airplane,2000-11-19,No damage,US AIRWAYS*,DC,Approach,,Small,0,25
6003,Airplane,2000-11-19,No damage,NORTHWEST AIRLINES,California,Climb,,Medium,0,400
6004,Airplane,2000-11-19,No damage,ALOHA AIRLINES,Hawaii,Landing Roll,,Small,0,0
6005,Airplane,2000-11-19,No damage,UNITED AIRLINES,,,,Medium,0,
6006,Airplane,2000-11-19,No damage,UNITED AIRLINES,,,,Medium,0,
6007,Airplane,2000-11-19,Caused damage,FEDEX EXPRESS,Tennessee,Approach,,Small,0,4000
6008,Airplane,2000-11-19,Caused damage,ALLEGHENYAIRLINES,DC,Climb,,Large,1304,
6009,Airplane,2000-11-19,Caused damage,UNITED AIRLINES,,,,Medium,0,
6010,Airplane,2000-11-19,Caused damage,US AIRWAYS*,South Carolina,Take-off run,,Medium,0,0
6011,Airplane,2000-11-19,No damage,DELTA AIR LINES,Florida,Climb,2000-11-19,,0,20
6012,Airplane,2000-11-19,No damage,COMAIR AIRLINES,Florida,Landing Roll,2000-11-19,,0,0
6013,Airplane,2000-11-19,No damage,UNKNOWN,Florida,Take-off run,2000-11-19,,0,0
6015,Airplane,2000-11-19,Caused damage,US AIRWAYS*,North Carolina,Take-off run,2000-11-19,,0,0
6016,Airplane,2000-11-19,Caused damage,AMERICAN AIRLINES,New York,Approach,2000-11-25,Medium,0,4000
6017,Airplane,2000-11-20,No damage,AMERICA WEST AIRLINES,California,Take-off run,,Medium,0,0
6018,Airplane,2000-11-20,No damage,NORTHWEST AIRLINES,Mississippi,Landing Roll,,Small,0,0
6019,Airplane,2000-11-20,No damage,SOUTHWEST AIRLINES,Texas,Approach,,Small,0,500
6020,Airplane,2000-11-20,No damage,UNITED AIRLINES,Illinois,Take-off run,,Medium,0,0
6021,Airplane,2000-11-20,No damage,BUSINESS,California,Approach,2000-11-20,,0,100
6022,Airplane,2000-11-20,Caused damage,BUSINESS,California,Take-off run,2000-11-21,Small,0,0
6024,Airplane,2000-11-20,No damage,MILITARY,Texas,Landing Roll,2001-07-31,Medium,0,
6025,Airplane,2000-11-21,No damage,NORTHWEST AIRLINES,Missouri,Take-off run,,Large,0,0
6026,Airplane,2000-11-21,No damage,UNITED AIRLINES,Puerto Rico,Take-off run,,Medium,0,0
6027,Airplane,2000-11-21,No damage,UNITED AIRLINES,,,,Medium,0,
6028,Airplane,2000-11-21,No damage,UNITED AIRLINES,,,,Medium,0,
6029,Airplane,2000-11-21,No damage,UNITED AIRLINES,,,,Medium,0,
6030,Airplane,2000-11-21,No damage,UNITED AIRLINES,,,,Medium,0,
6031,Airplane,2000-11-21,No damage,UNITED AIRLINES,,,,Medium,0,
6032,Airplane,2000-11-21,No damage,UNITED AIRLINES,,,,Medium,0,
6034,Airplane,2000-11-21,Caused damage,DELTA AIR LINES,,Take-off run,,Medium,0,0
6035,Airplane,2000-11-21,Caused damage,DELTA AIR LINES,Kentucky,Approach,,Medium,0,
6036,Airplane,2000-11-21,No damage,AMERICAN EAGLE AIRLINES,Rhode Island,Take-off run,2000-11-21,Small,0,0
6037,Airplane,2000-11-21,No damage,ALLEGHENYAIRLINES,Rhode Island,Climb,2000-11-21,,0,500
6038,Airplane,2000-11-21,Caused damage,DELTA AIR LINES,Texas,Approach,2000-11-25,Large,0,300
6039,Airplane,2000-11-21,No damage,AMERICAN EAGLE AIRLINES,Texas,Approach,2001-02-15,Medium,0,100
6040,Airplane,2000-11-22,No damage,ATLANTIC SOUTHEAST,Kentucky,Take-off run,,Medium,0,0
6041,Airplane,2000-11-22,No damage,UNITED AIRLINES,California,Landing Roll,,Medium,0,0
6042,Airplane,2000-11-22,No damage,UNITED AIRLINES,,,,Medium,0,
6043,Airplane,2000-11-22,No damage,UNITED AIRLINES,,,,Small,0,
6044,Airplane,2000-11-22,No damage,UNITED AIRLINES,,,,Medium,0,
6046,Airplane,2000-11-22,Caused damage,SKYWEST AIRLINES,Washington,Climb,,Large,0,1500
6047,Airplane,2000-11-22,Caused damage,ATLANTIC COAST AIRLINES,Pennsylvania,Approach,,Medium,0,
6048,Airplane,2000-11-22,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Landing Roll,2000-11-22,Small,0,0
6049,Airplane,2000-11-22,No damage,BUSINESS,California,En Route,2000-11-22,Large,0,3500
6050,Airplane,2000-11-22,No damage,CONTINENTAL AIRLINES,Ohio,Approach,2000-11-22,Medium,0,
6051,Airplane,2000-11-23,No damage,US AIRWAYS*,Pennsylvania,Approach,,,0,300
6052,Airplane,2000-11-23,No damage,RYAN INTL AIRLINES,Ohio,Descent,,,0,5000
6053,Airplane,2000-11-23,No damage,US AIRWAYS*,Pennsylvania,Approach,,,0,
6054,Airplane,2000-11-23,No damage,UNITED AIRLINES,Illinois,Approach,,,0,200
6055,Airplane,2000-11-23,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
6056,Airplane,2000-11-23,No damage,FEDEX EXPRESS,Indiana,Approach,,Medium,0,1500
6057,Airplane,2000-11-23,No damage,UNITED AIRLINES,,,,Medium,0,
6058,Airplane,2000-11-23,No damage,UNITED AIRLINES,,,,Medium,0,
6059,Airplane,2000-11-23,Caused damage,BUSINESS,Mississippi,Landing Roll,,Large,0,0
6060,Airplane,2000-11-23,Caused damage,AMERICAN EAGLE AIRLINES,Texas,Climb,,,0,20
6061,Airplane,2000-11-23,No damage,PSA AIRLINES,Tennessee,Approach,2000-11-23,,0,200
6062,Airplane,2000-11-23,Caused damage,US AIRWAYS*,New York,Climb,2000-11-28,Medium,30736,1500
6063,Airplane,2000-11-24,No damage,AMERICAN AIRLINES,California,Take-off run,,Medium,0,0
6064,Airplane,2000-11-24,No damage,UNITED AIRLINES,California,Take-off run,,Small,0,0
6065,Airplane,2000-11-24,No damage,UNITED AIRLINES,California,Landing Roll,,Small,0,0
6066,Airplane,2000-11-24,No damage,BUSINESS,Michigan,Landing Roll,,Small,0,0
6067,Airplane,2000-11-24,No damage,UNITED AIRLINES,,,,Medium,0,
6069,Airplane,2000-11-24,Caused damage,UNITED AIRLINES,,,,,0,
6071,Airplane,2000-11-25,No damage,DELTA AIR LINES,DC,Approach,,Small,0,1000
6072,Airplane,2000-11-25,No damage,UNKNOWN,California,Climb,,Medium,0,15
6073,Airplane,2000-11-25,No damage,UNITED AIRLINES,California,Approach,,Medium,0,400
6074,Airplane,2000-11-25,No damage,US AIRWAYS*,Ohio,Approach,,,0,50
6075,Airplane,2000-11-25,No damage,HORIZON AIR,California,Approach,,,0,2000
6077,Airplane,2000-11-25,No damage,ALASKA AIRLINES,California,Approach,2000-11-25,,0,150
6079,Airplane,2000-11-25,No damage,BIGSKY AIRLINES,Arkansas,Approach,2000-12-06,Small,2005,200
6080,Airplane,2000-11-26,No damage,MESABA AIRLINES,Michigan,Approach,,,0,200
6081,Airplane,2000-11-26,No damage,PINNACLE,Tennessee,Take-off run,,Medium,0,0
6082,Airplane,2000-11-26,No damage,CLAY LACY AVIATION,New Jersey,Landing Roll,,Medium,0,0
6083,Airplane,2000-11-26,No damage,UNITED AIRLINES,,Approach,,Medium,0,7000
6084,Airplane,2000-11-26,Caused damage,UNITED AIRLINES,California,Approach,,Medium,1095821,300
6085,Airplane,2000-11-26,Caused damage,UNITED AIRLINES,California,Climb,,Medium,10958209,1000
6086,Airplane,2000-11-26,Caused damage,EXPRESS ONE INTL,Texas,Descent,,Large,0,6000
6087,Airplane,2000-11-26,No damage,US AIRWAYS*,Indiana,Landing Roll,2000-11-26,Medium,0,0
6092,Airplane,2000-11-26,No damage,BUSINESS,Nevada,Take-off run,2000-11-27,Medium,0,0
6093,Airplane,2000-11-26,No damage,SOUTHWEST AIRLINES,,,2000-11-28,Medium,0,
6094,Airplane,2000-11-26,No damage,DELTA AIR LINES,Tennessee,Approach,2000-11-29,Medium,0,3400
6095,Airplane,2000-11-27,No damage,US AIRWAYS*,Pennsylvania,Approach,,,0,100
6096,Airplane,2000-11-27,No damage,BUSINESS,New Jersey,Take-off run,,Small,0,0
6097,Airplane,2000-11-27,No damage,AMERICAN AIRLINES,Texas,Landing Roll,,Medium,0,0
6098,Airplane,2000-11-27,No damage,UNITED AIRLINES,,,,Medium,0,
6099,Airplane,2000-11-27,No damage,UNITED AIRLINES,,,,Medium,0,
6101,Airplane,2000-11-27,No damage,US AIRWAYS*,,Approach,2000-11-27,Small,0,100
6102,Airplane,2000-11-27,No damage,BUSINESS,DC,Approach,2000-11-27,,0,600
6103,Airplane,2000-11-27,No damage,NORTHWEST AIRLINES,Michigan,Approach,2000-11-27,,0,100
6104,Airplane,2000-11-27,No damage,BUSINESS,Ohio,Approach,2000-11-27,Medium,0,
6107,Airplane,2000-11-27,No damage,MILITARY,Florida,Approach,2000-11-27,Medium,0,1000
6108,Airplane,2000-11-27,No damage,MILITARY,Virginia,,2000-11-29,Medium,0,
6109,Airplane,2000-11-27,No damage,MILITARY,Virginia,,2000-12-08,Medium,0,
6110,Airplane,2000-11-27,Caused damage,MILITARY,Texas,Approach,2001-01-11,Small,668,700
6111,Airplane,2000-11-28,No damage,TRANS WORLD AIRLINES,,,,Small,0,
6112,Airplane,2000-11-28,No damage,NORTHWEST AIRLINES,Michigan,Approach,,Medium,0,200
6113,Airplane,2000-11-28,No damage,CAPE AIR,Massachusetts,Take-off run,,,0,0
6114,Airplane,2000-11-28,No damage,BUSINESS,Michigan,Take-off run,,Large,0,0
6115,Airplane,2000-11-28,No damage,UNITED AIRLINES,,,,Medium,0,
6116,Airplane,2000-11-28,No damage,UNITED AIRLINES,Massachusetts,Approach,,Medium,0,
6118,Airplane,2000-11-28,Caused damage,PRIVATELY OWNED,California,Landing Roll,,Large,0,0
6119,Airplane,2000-11-28,No damage,AMERICAN EAGLE AIRLINES,New York,Landing Roll,2000-11-28,Medium,0,0
6120,Airplane,2000-11-28,No damage,AMERICAN AIRLINES,,Take-off run,2000-11-28,,0,0
6122,Airplane,2000-11-28,Caused damage,AMERICAN EAGLE AIRLINES,Pennsylvania,Approach,2000-11-28,,0,500
6123,Airplane,2000-11-28,No damage,MILITARY,North Carolina,Approach,2000-11-29,Medium,0,3700
6124,Airplane,2000-11-28,No damage,MILITARY,Delaware,Take-off run,2000-11-30,,0,0
6125,Airplane,2000-11-28,No damage,HORIZON AIR,Oregon,Approach,2000-12-08,Small,0,
6126,Airplane,2000-11-28,No damage,AMERICAN AIRLINES,Texas,Landing Roll,2001-02-15,Small,0,0
6127,Airplane,2000-11-29,No damage,ALLEGHENYAIRLINES,New Hampshire,Take-off run,,Small,0,0
6128,Airplane,2000-11-29,No damage,AMERICA WEST AIRLINES,,,,Medium,0,
6129,Airplane,2000-11-29,No damage,ABX AIR,,,,Medium,0,
6130,Airplane,2000-11-29,No damage,MESABA AIRLINES,Michigan,Take-off run,,Large,0,0
6132,Airplane,2000-11-29,Caused damage,COMMUTAIR,Rhode Island,Climb,,,0,400
6133,Airplane,2000-11-29,No damage,DELTA AIR LINES,Utah,Approach,2000-11-29,Medium,0,800
6134,Airplane,2000-11-29,No damage,MILITARY,South Carolina,Approach,2000-11-30,Medium,0,1600
6135,Airplane,2000-11-29,No damage,MILITARY,Louisiana,Approach,2000-12-05,Medium,0,200
6137,Airplane,2000-11-29,No damage,MILITARY,Texas,Climb,2001-02-01,,0,
6138,Airplane,2000-11-29,No damage,MILITARY,Texas,Approach,2001-07-31,Medium,0,2000
6139,Airplane,2000-11-30,No damage,US AIRWAYS*,Pennsylvania,Take-off run,,Medium,0,0
6140,Airplane,2000-11-30,No damage,NORTHWEST AIRLINES,Colorado,Landing Roll,,Medium,0,0
6141,Airplane,2000-11-30,No damage,BUSINESS,Utah,Approach,,,0,900
6142,Airplane,2000-11-30,No damage,AIR CANADA,DC,Approach,,Medium,0,4000
6143,Airplane,2000-11-30,No damage,AIR WISCONSIN AIRLINES,Colorado,Climb,,Medium,0,
6144,Airplane,2000-11-30,No damage,UNITED AIRLINES,Utah,Approach,,Medium,0,
6145,Airplane,2000-11-30,Caused damage,BUSINESS,Louisiana,Climb,,Medium,0,4400
6146,Airplane,2000-11-30,No damage,SKYWEST AIRLINES,,,2000-12-09,Small,0,
6147,Airplane,2000-11-30,No damage,MILITARY,New Jersey,Landing Roll,2001-07-23,Medium,0,
6148,Airplane,2000-11-30,No damage,MILITARY,New Jersey,Landing Roll,2001-07-31,Medium,0,0
6149,Airplane,2000-11-30,Caused damage,ATA AIRLINES,,,2002-12-05,Medium,0,
6150,Airplane,2000-12-01,No damage,PRIVATELY OWNED,Florida,En Route,,Large,0,1500
6151,Airplane,2000-12-01,No damage,ABX AIR,,,,Medium,0,
